,profit,fees,balance,position,streak
1990,-12.5,0.25,766.0,2,1.0
1991,0.0,0.25,765.75,1,1.0
1992,0.0,0.25,765.5,2,1.0
1993,12.5,0.25,777.75,1,1.0
1994,0.0,0.25,777.5,2,1.0
1995,-12.5,0.25,764.75,1,1.0
1996,0.0,0.25,764.5,2,1.0
1997,0.0,0.25,764.25,1,1.0
1998,12.5,0.25,776.5,2,1.0
1999,12.5,0.25,788.75,1,1.0
2000,12.5,0.25,801.0,2,1.0
2001,0.0,0.25,800.75,0,1.0
2002,0.0,0.25,800.5,1,1.0
2003,-12.5,0.25,787.75,2,1.0
2004,-12.5,0.25,775.0,0,1.0
2005,0.0,0.0,775.0,0,1.0
2006,0.0,0.0,775.0,0,1.0
2007,0.0,0.0,775.0,0,1.0
2008,0.0,0.0,775.0,0,1.0
2009,0.0,0.0,775.0,0,1.0
2010,0.0,0.0,775.0,0,1.0
2011,0.0,0.0,775.0,0,1.0
2012,0.0,0.0,775.0,0,1.0
2013,0.0,0.0,775.0,0,1.0
2014,0.0,0.0,775.0,0,1.0
2015,0.0,0.0,775.0,0,1.0
2016,0.0,0.0,775.0,0,1.0
2017,0.0,0.0,775.0,0,1.0
2018,0.0,0.0,775.0,0,1.0
2019,0.0,0.0,775.0,0,1.0
2020,0.0,0.0,775.0,0,1.0
2021,0.0,0.0,775.0,0,1.0
2022,0.0,0.0,775.0,0,1.0
2023,0.0,0.0,775.0,0,1.0
2024,0.0,0.25,774.75,1,1.0
2025,0.0,0.25,774.5,2,1.0
2026,0.0,0.25,774.25,0,1.0
2027,0.0,0.0,774.25,0,1.0
2028,0.0,0.0,774.25,0,1.0
2029,0.0,0.0,774.25,0,1.0
2030,0.0,0.25,774.0,1,1.0
2031,0.0,0.25,773.75,2,1.0
2032,12.5,0.25,786.0,0,1.0
2033,0.0,0.0,786.0,0,1.0
2034,0.0,0.0,786.0,0,1.0
2035,0.0,0.0,786.0,0,1.0
2036,0.0,0.25,785.75,2,1.0
2037,-12.5,0.25,773.0,0,1.0
2038,0.0,0.0,773.0,0,1.0
2039,0.0,0.0,773.0,0,1.0
2040,0.0,0.25,772.75,1,1.0
2041,-12.5,0.25,760.0,2,1.0
2042,-12.5,0.25,747.25,0,1.0
2043,0.0,0.0,747.25,0,1.0
2044,0.0,0.0,747.25,0,1.0
2045,0.0,0.25,747.0,2,1.0
2046,0.0,0.25,746.75,0,1.0
2047,0.0,0.0,746.75,0,1.0
2048,0.0,0.0,746.75,0,1.0
2049,0.0,0.0,746.75,0,1.0
2050,0.0,0.25,746.5,2,1.0
2051,25.0,0.25,771.25,0,1.0
2052,0.0,0.0,771.25,0,1.0
2053,0.0,0.0,771.25,0,1.0
2054,0.0,0.0,771.25,0,1.0
2055,0.0,0.0,771.25,0,1.0
2056,0.0,0.0,771.25,0,1.0
2057,0.0,0.25,771.0,1,1.0
2058,0.0,0.25,770.75,2,1.0
2059,-12.5,0.25,758.0,0,1.0
2060,0.0,0.25,757.75,1,1.0
2061,0.0,0.25,757.5,2,1.0
2062,0.0,0.25,757.25,0,1.0
2063,0.0,0.25,757.0,1,1.0
2064,0.0,0.25,756.75,2,1.0
2065,0.0,0.0,756.75,2,1.0
2066,0.0,0.0,756.75,2,1.0
2067,0.0,0.25,756.5,1,1.0
2068,0.0,0.25,756.25,2,1.0
2069,0.0,0.0,756.25,2,1.0
2070,0.0,0.0,756.25,2,1.0
2071,0.0,0.0,756.25,2,1.0
2072,0.0,0.0,756.25,2,1.0
2073,0.0,0.0,756.25,2,1.0
2074,0.0,0.0,756.25,2,1.0
2075,0.0,0.0,756.25,2,1.0
2076,0.0,0.0,756.25,2,1.0
2077,0.0,0.0,756.25,2,1.0
2078,0.0,0.0,756.25,2,1.0
2079,0.0,0.0,756.25,2,1.0
2080,0.0,0.0,756.25,2,1.0
2081,0.0,0.0,756.25,2,1.0
2082,0.0,0.0,756.25,2,1.0
2083,0.0,0.0,756.25,2,1.0
2084,0.0,0.0,756.25,2,1.0
2085,0.0,0.0,756.25,2,1.0
2086,12.5,0.25,768.5,0,1.0
2087,0.0,0.25,768.25,2,1.0
2088,0.0,0.0,768.25,2,1.0
2089,0.0,0.0,768.25,2,1.0
2090,0.0,0.0,768.25,2,1.0
2091,0.0,0.0,768.25,2,1.0
2092,0.0,0.0,768.25,2,1.0
2093,0.0,0.0,768.25,2,1.0
2094,0.0,0.0,768.25,2,1.0
2095,0.0,0.0,768.25,2,1.0
2096,0.0,0.0,768.25,2,1.0
2097,0.0,0.0,768.25,2,1.0
2098,0.0,0.0,768.25,2,1.0
2099,0.0,0.0,768.25,2,1.0
2100,0.0,0.0,768.25,2,1.0
2101,0.0,0.0,768.25,2,1.0
2102,0.0,0.0,768.25,2,1.0
2103,0.0,0.0,768.25,2,1.0
2104,0.0,0.0,768.25,2,1.0
2105,0.0,0.0,768.25,2,1.0
2106,0.0,0.0,768.25,2,1.0
2107,-50.0,0.25,718.0,1,1.0
2108,-12.5,0.25,705.25,0,1.0
2109,0.0,0.25,705.0,1,1.0
2110,-100.0,0.25,604.75,2,1.0
2111,-25.0,0.25,579.5,1,1.0
2112,0.0,0.0,579.5,1,1.0
2113,-12.5,0.25,566.75,2,1.0
2114,-25.0,0.25,541.5,1,1.0
2115,0.0,0.0,541.5,1,1.0
2116,0.0,0.0,541.5,1,1.0
2117,0.0,0.0,541.5,1,1.0
2118,0.0,0.0,541.5,1,1.0
2119,0.0,0.0,541.5,1,1.0
2120,-12.5,0.25,528.75,0,1.0
2121,0.0,0.0,528.75,0,1.0
2122,0.0,0.25,528.5,1,1.0
2123,0.0,0.0,528.5,1,1.0
2124,0.0,0.0,528.5,1,1.0
2125,0.0,0.0,528.5,1,1.0
2126,0.0,0.0,528.5,1,1.0
2127,0.0,0.0,528.5,1,1.0
2128,0.0,0.0,528.5,1,1.0
2129,0.0,0.0,528.5,1,1.0
2130,0.0,0.0,528.5,1,1.0
2131,-675.0,0.25,-146.75,0,1.0
