,profit,fees,balance,position,streak
2015,0.0,0.0,461.75,1,1.0
2016,0.0,0.25,461.5,2,1.0
2017,0.0,0.0,461.5,2,1.0
2018,0.0,0.0,461.5,2,1.0
2019,0.0,0.0,461.5,2,1.0
2020,0.0,0.0,461.5,2,1.0
2021,0.0,0.0,461.5,2,1.0
2022,0.0,0.0,461.5,2,1.0
2023,0.0,0.0,461.5,2,1.0
2024,0.0,0.0,461.5,2,1.0
2025,0.0,0.0,461.5,2,1.0
2026,0.0,0.0,461.5,2,1.0
2027,0.0,0.0,461.5,2,1.0
2028,0.0,0.0,461.5,2,1.0
2029,0.0,0.0,461.5,2,1.0
2030,0.0,0.0,461.5,2,1.0
2031,0.0,0.0,461.5,2,1.0
2032,0.0,0.0,461.5,2,1.0
2033,0.0,0.25,461.25,1,1.0
2034,12.5,0.25,473.5,2,1.0
2035,0.0,0.25,473.25,1,1.0
2036,0.0,0.0,473.25,1,1.0
2037,-12.5,0.25,460.5,2,1.0
2038,50.0,0.25,510.25,1,1.0
2039,0.0,0.0,510.25,1,1.0
2040,0.0,0.0,510.25,1,1.0
2041,0.0,0.0,510.25,1,1.0
2042,0.0,0.0,510.25,1,1.0
2043,0.0,0.0,510.25,1,1.0
2044,0.0,0.0,510.25,1,1.0
2045,-37.5,0.25,472.5,2,1.0
2046,0.0,0.25,472.25,1,1.0
2047,0.0,0.0,472.25,1,1.0
2048,0.0,0.0,472.25,1,1.0
2049,0.0,0.0,472.25,1,1.0
2050,0.0,0.0,472.25,1,1.0
2051,0.0,0.0,472.25,1,1.0
2052,-25.0,0.25,447.0,0,1.0
2053,0.0,0.25,446.75,1,1.0
2054,0.0,0.0,446.75,1,1.0
2055,0.0,0.0,446.75,1,1.0
2056,0.0,0.0,446.75,1,1.0
2057,0.0,0.0,446.75,1,1.0
2058,0.0,0.0,446.75,1,1.0
2059,87.5,0.25,534.0,2,1.0
2060,0.0,0.0,534.0,2,1.0
2061,0.0,0.0,534.0,2,1.0
2062,0.0,0.0,534.0,2,1.0
2063,0.0,0.0,534.0,2,1.0
2064,0.0,0.0,534.0,2,1.0
2065,0.0,0.0,534.0,2,1.0
2066,0.0,0.0,534.0,2,1.0
2067,0.0,0.0,534.0,2,1.0
2068,0.0,0.0,534.0,2,1.0
2069,12.5,0.25,546.25,1,1.0
2070,12.5,0.25,558.5,2,1.0
2071,0.0,0.0,558.5,2,1.0
2072,0.0,0.0,558.5,2,1.0
2073,0.0,0.0,558.5,2,1.0
2074,0.0,0.0,558.5,2,1.0
2075,0.0,0.0,558.5,2,1.0
2076,0.0,0.0,558.5,2,1.0
2077,0.0,0.0,558.5,2,1.0
2078,0.0,0.0,558.5,2,1.0
2079,0.0,0.0,558.5,2,1.0
2080,0.0,0.0,558.5,2,1.0
2081,0.0,0.0,558.5,2,1.0
2082,0.0,0.0,558.5,2,1.0
2083,0.0,0.0,558.5,2,1.0
2084,12.5,0.25,570.75,1,1.0
2085,12.5,0.25,583.0,2,1.0
2086,0.0,0.0,583.0,2,1.0
2087,0.0,0.0,583.0,2,1.0
2088,0.0,0.0,583.0,2,1.0
2089,0.0,0.0,583.0,2,1.0
2090,0.0,0.0,583.0,2,1.0
2091,0.0,0.0,583.0,2,1.0
2092,0.0,0.0,583.0,2,1.0
2093,25.0,0.25,607.75,1,1.0
2094,12.5,0.25,620.0,2,1.0
2095,0.0,0.0,620.0,2,1.0
2096,-12.5,0.25,607.25,0,1.0
2097,0.0,0.25,607.0,1,1.0
2098,12.5,0.25,619.25,2,1.0
2099,0.0,0.0,619.25,2,1.0
2100,0.0,0.0,619.25,2,1.0
2101,0.0,0.0,619.25,2,1.0
2102,0.0,0.0,619.25,2,1.0
2103,0.0,0.0,619.25,2,1.0
2104,0.0,0.0,619.25,2,1.0
2105,0.0,0.25,619.0,0,1.0
2106,0.0,0.25,618.75,1,1.0
2107,0.0,0.0,618.75,1,1.0
2108,0.0,0.0,618.75,1,1.0
2109,0.0,0.0,618.75,1,1.0
2110,0.0,0.0,618.75,1,1.0
2111,0.0,0.0,618.75,1,1.0
2112,0.0,0.0,618.75,1,1.0
2113,0.0,0.0,618.75,1,1.0
2114,0.0,0.0,618.75,1,1.0
2115,0.0,0.0,618.75,1,1.0
2116,0.0,0.0,618.75,1,1.0
2117,0.0,0.0,618.75,1,1.0
2118,0.0,0.0,618.75,1,1.0
2119,0.0,0.0,618.75,1,1.0
2120,0.0,0.0,618.75,1,1.0
2121,-87.5,0.25,531.0,2,1.0
2122,-25.0,0.25,505.75,1,1.0
2123,0.0,0.0,505.75,1,1.0
2124,0.0,0.0,505.75,1,1.0
2125,0.0,0.0,505.75,1,1.0
2126,0.0,0.0,505.75,1,1.0
2127,0.0,0.0,505.75,1,1.0
2128,-537.5,0.25,-32.0,0,1.0
